100 100
0 96 64
0 34 29
0 74 40
0 96 67
0 96 68
0 96 69
0 74 35
0 74 48
1 34 24
0 61 4
1 61 0
1 60 97
0 96 76
1 34 22
0 96 78
0 96 79
1 34 20
0 96 81
0 22 49
0 96 83
0 96 84
0 96 85
0 96 86
0 96 87
0 34 16
0 96 89
0 96 90
0 60 92
0 60 90
1 22 70
1 1 29
0 96 95
3 22 79
0 23 27
0 23 72
0 96 99
0 97 0
1 74 21
0 34 4
0 97 3
0 74 26
0 60 75
0 33 88
0 97 7
0 97 8
0 97 9
0 74 19
0 60 71
0 23 97
0 97 13
0 97 14
0 97 15
0 74 16
1 74 14
0 24 0
2 33 74
0 97 20
0 60 66
0 60 63
0 97 23
0 97 24
0 24 13
0 97 26
0 74 24
0 97 28
0 97 29
0 24 17
0 97 31
0 33 51
0 60 61
0 97 34
0 60 38
0 60 37
0 97 37
0 60 68
0 97 39
0 60 23
0 97 41
0 2 47
0 60 32
0 97 44
0 60 36
0 97 46
0 33 48
0 60 45
0 97 49
0 60 49
0 97 51
0 97 52
3 33 46
0 97 54
0 60 54
0 24 67
0 97 57
0 97 58
1 74 4
0 97 60
0 97 61
0 97 62
0 97 63
0 73 95
0 97 65
1 33 40
1 4 87
0 97 68
0 97 69
0 25 80
0 33 26
0 74 6
0 97 73
0 60 2
0 97 75
0 21 12
0 97 77
1 60 6
0 33 19
0 59 99
0 97 81
2 5 2
0 97 83
0 60 0
0 33 14
0 59 91
0 97 87
0 97 88
0 97 89
1 21 67
0 97 91
0 33 3
0 33 0
0 59 75
0 97 95
0 32 96
0 97 97
0 97 98
0 59 81
0 98 0
0 32 87
1 73 86
0 59 72
0 98 4
1 59 70
0 32 70
0 59 68
0 59 65
0 98 9
0 98 10
3 32 67
0 98 12
0 73 79
0 98 14
0 98 15
1 59 57
0 98 17
0 98 18
0 98 19
0 59 60
0 59 49
0 98 22
0 98 23
0 32 58
0 4 66
0 98 26
0 59 46
0 98 28
0 59 47
0 98 30
0 73 73
0 32 57
0 98 33
0 73 69
0 73 98
0 98 36
0 59 36
0 98 38
3 4 44
0 59 42
2 32 52
0 98 42
0 73 82
0 59 34
0 98 45
0 32 42
0 98 47
0 98 48
0 59 23
0 98 50
0 98 51
0 98 52
0 22 24
0 98 54
0 98 55
0 73 48
3 32 38
1 26 90
0 73 51
0 98 60
1 32 31
0 59 14
0 98 63
0 98 64
0 98 65
0 4 82
0 98 67
0 73 46
0 98 69
0 32 30
2 32 25
0 98 72
0 98 73
0 98 74
0 73 33
0 32 23
0 98 77
0 98 78
1 32 17
0 98 80
0 98 81
0 58 98
1 32 0
0 98 84
1 31 90
3 31 85
0 98 87
1 73 44
0 31 83
0 98 90
0 31 62
0 31 61
1 31 56
0 98 94
0 98 95
0 98 96
0 58 89
0 98 98
0 58 92
0 25 8
0 31 45
0 99 2
0 99 3
0 99 4
0 99 5
0 99 6
0 99 7
0 99 8
1 73 18
0 73 23
0 58 86
0 31 20
0 99 13
1 23 25
0 99 15
0 31 16
0 99 17
0 58 79
0 58 74
0 99 20
0 99 21
0 99 22
0 99 23
2 31 14
0 73 22
0 99 26
0 99 27
0 99 28
0 73 14
0 99 30
0 99 31
1 31 13
0 99 33
0 31 12
0 31 5
1 73 2
0 99 37
2 31 3
0 99 39
0 73 6
0 58 65
0 58 58
0 99 43
1 58 59
1 73 8
0 22 47
2 30 84
0 58 55
0 58 46
0 99 50
0 58 40
0 58 38
0 99 53
3 30 73
0 58 36
1 58 30
0 58 27
2 22 35
0 99 59
0 99 60
0 58 39
0 99 62
1 58 13
0 99 64
0 26 53
0 99 66
0 30 66
0 3 75
0 99 69
1 58 8
0 99 71
0 99 72
0 99 73
0 99 74
0 99 75
0 99 76
0 99 77
0 99 78
0 79 75
0 99 80
1 58 0
0 99 82
0 30 59
1 30 50
0 30 48
1 72 88
0 99 87
0 99 88
0 72 87
0 57 94
0 99 91
3 3 95
0 57 92
0 99 94
0 99 95
0 30 27
0 99 97
0 80 0
0 57 82
